"","turtle.id","date","field","field.type","group","year","mean.duration","freq","geography"
"52","L178","11/30/2018","Delaware, USA","magnetic field
without food","blue","2018",48.2006666666667,0.0401672222222222,"southern"
"53","L179","11/29/2018","Cuba","magnetic field
without food","orange","2018",12.2155,0.0101795833333333,"mid"
"54","L179","12/1/2018","Delaware, USA","magnetic field
with food","orange","2018",18.17,0.0151416666666667,"mid"
"55","L180","11/28/2018","Delaware, USA","magnetic field
without food","blue","2018",12.0093333333333,0.0100077777777778,"southern"
"56","L180","11/30/2018","Cuba","magnetic field
with food","blue","2018",366.606,0.305505,"southern"
"57","L181","11/28/2018","Cuba","magnetic field
with food","blue","2018",16.3605,0.01363375,"southern"
"58","L181","11/30/2018","Delaware, USA","magnetic field
without food","blue","2018",7.908,0.00659,"southern"
"59","L182","11/30/2018","Cuba","magnetic field
with food","blue","2018",44.7083333333333,0.0372569444444444,"southern"
"60","L182","12/2/2018","Delaware, USA","magnetic field
without food","blue","2018",7.40733333333333,0.00617277777777778,"southern"
"61","L183","11/29/2018","Delaware, USA","magnetic field
with food","orange","2018",72.822,0.060685,"mid"
"62","L183","12/1/2018","Cuba","magnetic field
without food","orange","2018",43.44,0.0362,"mid"
"63","L184","11/29/2018","Cuba","magnetic field
without food","orange","2018",12.062,0.0100516666666667,"mid"
"64","L184","12/1/2018","Delaware, USA","magnetic field
with food","orange","2018",54.904,0.0457533333333333,"mid"
"65","L185","11/11/2019","Florida, USA","magnetic field
without food","green","2019",1.51,0.00125833333333333,"mid-north"
"66","L185","11/13/2019","Maine, USA","magnetic field
with food","green","2019",39.012,0.03251,"mid-north"
"67","L185","2020-06-28","New Hampshire, USA","magnetic field
with food","maroon","2020_spr",27.1195,0.0225995833333333,"northern"
"68","L185","2020-06-30","Virginia, USA","magnetic field
without food","maroon","2020_spr",14.069,0.0117241666666667,"northern"
"69","L186","11/12/2019","Florida, USA","magnetic field
without food","green","2019",22.8343333333333,0.0190286111111111,"mid-north"
"70","L186","11/14/2019","Maine, USA","magnetic field
with food","green","2019",33.777,0.0281475,"mid-north"
"71","L186","2020-06-29","Virginia, USA","magnetic field
with food","teal","2020_spr",19.9985,0.0166654166666667,"mid"
"72","L186","2020-07-01","New Hampshire, USA","magnetic field
without food","teal","2020_spr",5.997,0.0049975,"mid"
"73","L187","11/12/2019","Maine, USA","magnetic field
with food","green","2019",46.407,0.0386725,"mid-north"
"74","L187","11/14/2019","Florida, USA","magnetic field
without food","green","2019",30.068,0.0250566666666667,"mid-north"
"75","L187","2020-06-29","Virginia, USA","magnetic field
with food","teal","2020_spr",28.684,0.0239033333333333,"mid"
"76","L187","2020-07-01","New Hampshire, USA","magnetic field
without food","teal","2020_spr",18.7355,0.0156129166666667,"mid"
"77","L188","11/11/2019","Maine, USA","magnetic field
with food","green","2019",26.6465,0.0222054166666667,"mid-north"
"78","L188","11/13/2019","Florida, USA","magnetic field
without food","green","2019",10.919,0.00909916666666667,"mid-north"
"79","L188","2020-06-28","New Hampshire, USA","magnetic field
with food","maroon","2020_spr",15.374,0.0128116666666667,"northern"
"80","L188","2020-06-30","Virginia, USA","magnetic field
without food","maroon","2020_spr",16.712,0.0139266666666667,"northern"
"81","L189","11/12/2019","Florida, USA","magnetic field
without food","green","2019",14.193,0.0118275,"mid-north"
"82","L189","11/14/2019","Maine, USA","magnetic field
with food","green","2019",10.745,0.00895416666666667,"mid-north"
"83","L189","2020-06-28","Virginia, USA","magnetic field
without food","maroon","2020_spr",22.1145,0.01842875,"northern"
"84","L189","2020-06-30","New Hampshire, USA","magnetic field
with food","maroon","2020_spr",35.9915,0.0299929166666667,"northern"
"85","L190","11/11/2019","Florida, USA","magnetic field
without food","green","2019",8.2695,0.00689125,"mid-north"
"86","L190","11/13/2019","Maine, USA","magnetic field
with food","green","2019",18.492,0.01541,"mid-north"
"87","L190","2020-06-28","Virginia, USA","magnetic field
without food","maroon","2020_spr",59.487,0.0495725,"northern"
"88","L190","2020-06-30","New Hampshire, USA","magnetic field
with food","maroon","2020_spr",44.27,0.0368916666666667,"northern"
"89","L191","11/12/2019","Maine, USA","magnetic field
with food","green","2019",45.3346666666667,0.0377788888888889,"mid-north"
"90","L191","11/14/2019","Florida, USA","magnetic field
without food","green","2019",6.123,0.0051025,"mid-north"
"91","L191","2020-06-29","New Hampshire, USA","magnetic field
without food","teal","2020_spr",5.997,0.0049975,"mid"
"92","L191","2020-07-01","Virginia, USA","magnetic field
with food","teal","2020_spr",35.0425,0.0292020833333333,"mid"
"93","L192","11/11/2019","Maine, USA","magnetic field
with food","green","2019",61.1305,0.0509420833333333,"mid-north"
"94","L192","11/13/2019","Florida, USA","magnetic field
without food","green","2019",16.827,0.0140225,"mid-north"
"95","L192","2020-06-28","New Hampshire, USA","magnetic field
with food","maroon","2020_spr",68.6205,0.05718375,"northern"
"96","L192","2020-06-30","Virginia, USA","magnetic field
without food","maroon","2020_spr",51.0385,0.0425320833333333,"northern"
"97","L193","11/12/2019","Florida, USA","magnetic field
without food","green","2019",31.1165,0.0259304166666667,"mid-north"
"98","L193","11/14/2019","Maine, USA","magnetic field
with food","green","2019",77.913,0.0649275,"mid-north"
"99","L193","2020-06-28","New Hampshire, USA","magnetic field
with food","maroon","2020_spr",34.9005,0.02908375,"northern"
"100","L193","2020-06-30","Virginia, USA","magnetic field
without food","maroon","2020_spr",19.3615,0.0161345833333333,"northern"
"101","L194","11/11/2019","Florida, USA","magnetic field
without food","green","2019",11.12,0.00926666666666667,"mid-north"
"102","L194","11/13/2019","Maine, USA","magnetic field
with food","green","2019",14.5593333333333,0.0121327777777778,"mid-north"
"103","L194","2020-06-28","Virginia, USA","magnetic field
without food","maroon","2020_spr",63.0355,0.0525295833333333,"northern"
"104","L194","2020-06-30","New Hampshire, USA","magnetic field
with food","maroon","2020_spr",77.1365,0.0642804166666667,"northern"
"105","L195","11/11/2019","Maine, USA","magnetic field
with food","green","2019",71.9675,0.0599729166666667,"mid-north"
"106","L195","11/13/2019","Florida, USA","magnetic field
without food","green","2019",6.6355,0.00552958333333333,"mid-north"
"107","L195","2020-06-29","New Hampshire, USA","magnetic field
without food","teal","2020_spr",17.7346666666667,0.0147788888888889,"mid"
"108","L195","2020-07-01","Virginia, USA","magnetic field
with food","teal","2020_spr",39.4585,0.0328820833333333,"mid"
"109","L196","11/12/2019","Maine, USA","magnetic field
with food","green","2019",23.684,0.0197366666666667,"mid-north"
"110","L196","11/14/2019","Florida, USA","magnetic field
without food","green","2019",8.628,0.00719,"mid-north"
"111","L196","2020-06-29","Virginia, USA","magnetic field
with food","teal","2020_spr",47.6425,0.0397020833333333,"mid"
"112","L196","2020-07-01","New Hampshire, USA","magnetic field
without food","teal","2020_spr",8.1445,0.00678708333333333,"mid"
"113","L197","11/11/2019","Florida, USA","magnetic field
without food","green","2019",11.517,0.0095975,"mid-north"
"114","L197","11/13/2019","Maine, USA","magnetic field
with food","green","2019",19.82,0.0165166666666667,"mid-north"
"115","L197","2020-06-29","New Hampshire, USA","magnetic field
without food","teal","2020_spr",31.1395,0.0259495833333333,"mid"
"116","L197","2020-07-01","Virginia, USA","magnetic field
with food","teal","2020_spr",25.7925,0.02149375,"mid"
"117","L198","11/12/2019","Florida, USA","magnetic field
without food","green","2019",50.3465,0.0419554166666667,"mid-north"
"118","L198","11/14/2019","Maine, USA","magnetic field
with food","green","2019",118.397,0.0986641666666667,"mid-north"
"119","L198","2020-06-29","Virginia, USA","magnetic field
with food","teal","2020_spr",92.099,0.0767491666666667,"mid"
"120","L198","2020-07-01","New Hampshire, USA","magnetic field
without food","teal","2020_spr",33.7135,0.0280945833333333,"mid"
"121","L199","11/12/2019","Maine, USA","magnetic field
with food","green","2019",36.113,0.0300941666666667,"mid-north"
"122","L199","11/14/2019","Florida, USA","magnetic field
without food","green","2019",33.8985,0.02824875,"mid-north"
"123","L199","2020-06-28","Virginia, USA","magnetic field
without food","maroon","2020_spr",31.3335,0.02611125,"northern"
"124","L199","2020-06-30","New Hampshire, USA","magnetic field
with food","maroon","2020_spr",46.3915,0.0386595833333333,"northern"
"125","L200","11/13/2019","Maine, USA","magnetic field
with food","green","2019",36.148,0.0301233333333333,"mid-north"
"126","L200","11/15/2019","Florida, USA","magnetic field
without food","green","2019",44.209,0.0368408333333333,"mid-north"
"127","L200","2020-06-29","New Hampshire, USA","magnetic field
without food","teal","2020_spr",8.8805,0.00740041666666667,"mid"
"128","L200","2020-07-01","Virginia, USA","magnetic field
with food","teal","2020_spr",29.8255,0.0248545833333333,"mid"
"129","L201","2020-12-04","Turks & Caicos","magnetic field
with food","grey","2020_fall",137.538,0.114615,"southern"
"130","L201","2020-12-06","Haiti","magnetic field
without food","grey","2020_fall",102.744,0.08562,"southern"
"131","L202","2020-12-03","Haiti","magnetic field
with food","pink","2020_fall",326.313,0.2719275,"southern"
"132","L202","2020-12-05","Turks & Caicos","magnetic field
without food","pink","2020_fall",181.954,0.151628333333333,"southern"
"133","L203","2020-12-04","Haiti","magnetic field
without food","grey","2020_fall",164.616,0.13718,"southern"
"134","L203","2020-12-06","Turks & Caicos","magnetic field
with food","grey","2020_fall",266.4965,0.222080416666667,"southern"
"135","L204","2020-12-03","Turks & Caicos","magnetic field
without food","pink","2020_fall",21.4715,0.0178929166666667,"southern"
"136","L204","2020-12-05","Haiti","magnetic field
with food","pink","2020_fall",93.433,0.0778608333333333,"southern"
"137","L205","2020-12-04","Turks & Caicos","magnetic field
with food","grey","2020_fall",29.1746666666667,0.0243122222222222,"southern"
"138","L205","2020-12-06","Haiti","magnetic field
without food","grey","2020_fall",19.99,0.0166583333333333,"southern"
"139","L206","2020-12-04","Haiti","magnetic field
without food","grey","2020_fall",38.5736666666667,0.0321447222222222,"southern"
"140","L206","2020-12-06","Turks & Caicos","magnetic field
with food","grey","2020_fall",168.530666666667,0.140442222222222,"southern"
"141","L207","2020-12-03","Haiti","magnetic field
with food","pink","2020_fall",24.8005,0.0206670833333333,"southern"
"142","L207","2020-12-05","Turks & Caicos","magnetic field
without food","pink","2020_fall",92.193,0.0768275,"southern"
"143","L208","2020-12-04","Turks & Caicos","magnetic field
with food","grey","2020_fall",338.419,0.282015833333333,"southern"
"144","L208","2020-12-06","Haiti","magnetic field
without food","grey","2020_fall",104.204,0.0868366666666667,"southern"
"145","L209","2020-12-03","Turks & Caicos","magnetic field
without food","pink","2020_fall",78.2515,0.0652095833333333,"southern"
"146","L209","2020-12-05","Haiti","magnetic field
with food","pink","2020_fall",98.8635,0.08238625,"southern"
"147","L211","2020-12-03","Haiti","magnetic field
with food","pink","2020_fall",96.964,0.0808033333333333,"southern"
"148","L211","2020-12-05","Turks & Caicos","magnetic field
without food","pink","2020_fall",42.8505,0.03570875,"southern"
"149","L212","2020-12-04","Haiti","magnetic field
without food","grey","2020_fall",38.897,0.0324141666666667,"southern"
"150","L212","2020-12-06","Turks & Caicos","magnetic field
with food","grey","2020_fall",55.2685,0.0460570833333333,"southern"
"151","L213","2020-12-03","Turks & Caicos","magnetic field
without food","pink","2020_fall",44.751,0.0372925,"southern"
"152","L213","2020-12-05","Haiti","magnetic field
with food","pink","2020_fall",116.7985,0.0973320833333333,"southern"
"153","L214","2020-12-04","Turks & Caicos","magnetic field
with food","grey","2020_fall",28.258,0.0235483333333333,"southern"
"154","L214","2020-12-06","Haiti","magnetic field
without food","grey","2020_fall",17.7545,0.0147954166666667,"southern"
"155","L216","2020-12-04","Haiti","magnetic field
without food","grey","2020_fall",24.8615,0.0207179166666667,"southern"
"156","L216","2020-12-06","Turks & Caicos","magnetic field
with food","grey","2020_fall",49.1245,0.0409370833333333,"southern"
